#masterid,F0design(GHz),F0measured(GHz),errF0measured(GHz),S31,errS31,Ql,errQl
249,220.0,205.07546973908845,0.0032627049349535065,0.13775191842005066,0.001325958917713257,302.49048246178927,4.118652594989001
398,220.44,205.48204967204865,0.0027107106678139047,0.12599973030673195,0.0008903393870064044,267.7438304505002,2.6757852401513937
224,220.88088,205.94749985847275,0.0017820771629233137,0.21351168681360191,0.0012708262045794856,343.95731708635657,2.895773825718122
373,221.322642,206.24976121535596,0.0019360503274923114,0.1360975958141692,0.0007651048871636023,299.47971842311426,2.381537613513891
199,221.765287,206.60691435314112,0.001165132467502889,0.20173158373474256,0.0008839227184421633,388.48371605553353,2.407399474138258
348,222.208818,207.0568944031552,0.0024619336738309072,0.11944873354893004,0.0008103342542129903,285.28049245739555,2.737333257499167
174,222.653235,207.50343150623027,0.0014818704201436453,0.23703143813397962,0.001373792044832144,405.8705647786636,3.327361243712705
323,223.098542,207.88275074676372,0.0026283453839576025,0.1235324554570482,0.0008918509121910609,285.42417909453826,2.9137704203957
149,223.544739,208.2270490877626,0.001549417083477359,0.19437286401670342,0.0010063612721781159,347.87744395160496,2.5471502259926706
298,223.991828,208.6683360921887,0.0020000940627389577,0.09753228150189869,0.0006061879388813764,324.22014267634614,2.8499554526763164
124,224.439812,209.0961576275336,0.0011296769284979795,0.1901791719465099,0.0008680807506937639,422.3954377159654,2.7265224333717972
446,224.888692,209.43888162740654,0.0024712457657220114,0.12396102493339484,0.0008274741934914761,282.9210918032387,2.6714116576788705
273,225.338469,209.83370203794868,0.0019264870779062378,0.2001241915931208,0.0011420143149727436,310.73351322522035,2.5075035968991046
422,225.789146,210.25766703512986,0.0019500084086329869,0.11561225699555089,0.0006565011673367406,306.14516252632046,2.458652725398808
248,226.240724,210.67153965641046,0.0010572715155372295,0.2318605949923599,0.0009693667258392011,416.5086385963533,2.4625513935870567
397,226.693206,211.02487986342075,0.003178515276905555,0.10163942578745774,0.0007708131470411192,251.707534421985,2.6993777492095328
223,227.146592,211.4541066540609,0.002138399652904176,0.16822575033530437,0.0009850716254987762,289.4682265771202,2.396886004174832
372,227.600885,211.8521556135889,0.0017021053328039493,0.1231477726317841,0.0006808951329890235,344.0906667119518,2.6906102635016844
198,228.056087,212.28072184510322,0.0009930789775054465,0.2732582832235311,0.0009840197334826679,384.8708115996305,1.9599979076190477
347,228.512199,212.67377336555566,0.0017413191923894527,0.21237177994636755,0.0011824785598348467,340.09310553588654,2.6784909436057704
173,228.969224,213.1753733615363,0.00224010805619887,0.21169677965562855,0.0012943048194009093,290.8631963987174,2.514652650048982
322,229.427162,213.54591675123024,0.0020112712026434396,0.1747062970479155,0.0010105090966656505,307.07658971304403,2.511999518709035
148,229.886016,213.97211278567545,0.0011111611087255132,0.29351740145887445,0.0011519823948679243,377.91252642244075,2.097704197695539
297,230.345788,214.43492830169427,0.001727576333201707,0.15648726481569875,0.000874840833999911,346.936197123683,2.7428138996538003
123,230.80648,214.82591993860774,0.0022155285096831,0.1775485848149492,0.0010349746154203574,282.6579847216478,2.33051038665038
445,231.268093,215.22332227786595,0.0017323758807722626,0.15500637540328774,0.0008466618099506159,339.2499754349102,2.6203171201313813
272,231.730629,215.60745227632677,0.0010621664629412526,0.2351867281146905,0.0008916588180624822,384.7930318775081,2.0631492516438454
421,232.19409,216.13283794845123,0.0018960352710855972,0.14319956160403785,0.0008370774443557369,333.2307342365615,2.7551646624942308
